iter	Passed	Remaining
422	3018	4118
423	3025	4110
424	3031	4101
425	3038	4094
426	3044	4085
427	3051	4078
428	3059	4071
429	3065	4063
430	3072	4056
431	3079	4049
432	3085	4040
433	3092	4032
434	3098	4024
435	3105	4016
436	3112	4009
437	3118	4001
438	3124	3992
439	3130	3983
440	3137	3976
441	3144	3969
442	3150	3961
443	3157	3953
444	3164	3946
445	3170	3938
446	3177	3930
447	3183	3922
448	3190	3914
449	3196	3907
450	3203	3899
451	3209	3891
452	3215	3883
453	3220	3873
454	3226	3864
455	3231	3855
456	3237	3846
457	3243	3838
458	3249	3830
459	3254	3821
460	3259	3811
461	3265	3802
462	3271	3793
463	3276	3785
464	3282	3776
465	3287	3767
466	3292	3757
467	3298	3749
468	3303	3740
469	3308	3731
470	3314	3722
471	3319	3712
472	3324	3703
473	3330	3695
474	3335	3686
475	3339	3676
476	3345	3668
477	3350	3659
478	3356	3650
479	3361	3641
480	3366	3632
481	3372	3624
482	3378	3616
483	3384	3608
484	3389	3599
485	3394	3590
486	3399	3581
487	3405	3572
488	3410	3563
489	3415	3554
490	3420	3545
491	3426	3538
492	3432	3530
493	3438	3522
494	3444	3514
495	3450	3506
496	3456	3498
497	3462	3490
498	3468	3482
499	3474	3474
500	3480	3467
501	3486	3458
502	3491	3449
503	3497	3441
504	3502	3432
505	3507	3424
506	3513	3416
507	3518	3407
508	3524	3399
509	3529	3390
510	3534	3382
511	3540	3374
512	3545	3366
513	3550	3357
514	3556	3349
515	3561	3340
516	3566	3332
517	3572	3324
518	3577	3315
519	3582	3306
520	3588	3298
521	3593	3290
522	3598	3281
523	3604	3274
524	3610	3266
525	3616	3259
526	3622	3251
527	3628	3243
528	3634	3235
529	3639	3227
530	3644	3218
531	3649	3210
532	3655	3203
533	3661	3194
534	3666	3186
535	3671	3178
536	3677	3170
537	3683	3163
538	3689	3155
539	3695	3147
540	3700	3139
541	3705	3131
542	3712	3124
543	3719	3117
544	3725	3110
545	3732	3103
546	3738	3095
547	3745	3088
548	3751	3082
549	3758	3075
550	3765	3068
551	3772	3061
552	3779	3054
553	3785	3047
554	3792	3041
555	3798	3033
556	3805	3026
557	3811	3019
558	3816	3010
559	3821	3002
560	3826	2994
561	3831	2986
562	3837	2978
563	3842	2970
564	3847	2962
565	3853	2954
566	3858	2946
567	3863	2938
568	3869	2930
569	3873	2922
570	3879	2914
571	3884	2906
572	3889	2898
573	3895	2890
574	3900	2882
575	3905	2874
576	3910	2866
577	3915	2858
578	3921	2851
579	3928	2844
580	3936	2838
581	3944	2832
582	3953	2827
583	3960	2821
584	3968	2815
585	3976	2809
586	3985	2803
587	3994	2799
588	4002	2792
589	4009	2786
590	4017	2780
591	4024	2773
592	4030	2766
593	4038	2760
594	4044	2752
595	4052	2746
596	4057	2738
597	4062	2731
598	4067	2723
599	4072	2715
600	4077	2707
601	4083	2699
602	4089	2692
603	4094	2684
604	4099	2676
605	4105	2668
606	4110	2661
607	4116	2653
608	4121	2646
609	4127	2638
610	4132	2630
611	4137	2623
612	4143	2615
613	4148	2608
614	4155	2601
615	4161	2594
616	4167	2586
617	4173	2579
618	4178	2571
619	4184	2564
620	4189	2556
621	4195	2549
622	4201	2542
623	4206	2534
624	4212	2527
625	4217	2519
626	4222	2512
627	4227	2504
628	4232	2496
629	4238	2489
630	4243	2481
631	4248	2473
632	4253	2466
633	4259	2458
634	4264	2451
635	4269	2443
636	4275	2436
637	4280	2428
638	4285	2421
639	4291	2413
640	4296	2406
641	4301	2398
642	4307	2391
643	4312	2384
644	4317	2376
645	4323	2369
646	4328	2361
647	4333	2354
648	4339	2347
649	4344	2339
650	4350	2332
651	4355	2324
652	4360	2317
653	4366	2309
654	4371	2302
655	4378	2296
656	4386	2290
657	4393	2283
658	4399	2276
659	4406	2270
660	4415	2264
661	4421	2257
662	4429	2251
663	4435	2244
664	4443	2238
665	4451	2232
666	4457	2225
667	4464	2218
668	4470	2211
669	4477	2205
670	4483	2198
671	4489	2191
672	4496	2184
673	4503	2178
674	4509	2171
675	4514	2163
676	4519	2156
677	4525	2149
678	4530	2141
679	4535	2134
680	4540	2126
681	4546	2120
682	4552	2113
683	4557	2105
684	4562	2098
685	4567	2090
686	4572	2083
687	4578	2076
688	4583	2068
689	4588	2061
690	4593	2054
691	4598	2046
692	4603	2039
693	4608	2032
694	4614	2024
695	4619	2017
696	4624	2010
697	4629	2002
698	4634	1995
699	4639	1988
700	4644	1981
701	4650	1973
702	4655	1966
703	4660	1959
704	4665	1952
705	4670	1945
706	4675	1937
707	4681	1930
708	4686	1923
709	4692	1916
710	4697	1909
711	4702	1902
712	4708	1895
713	4713	1887
714	4718	1880
715	4724	1873
716	4729	1866
717	4735	1859
718	4740	1852
719	4745	1845
720	4750	1838
721	4756	1831
722	4762	1824
723	4767	1817
724	4772	1810
725	4777	1803
726	4783	1796
727	4789	1789
728	4795	1782
729	4801	1775
730	4807	1769
731	4814	1762
732	4822	1756
733	4829	1750
734	4836	1743
735	4843	1737
736	4850	1730
737	4857	1724
738	4864	1717
739	4872	1711
740	4879	1705
741	4890	1700
742	4897	1694
743	4904	1687
744	4911	1681
745	4918	1674
746	4925	1668
747	4933	1662
748	4940	1655
749	4947	1649
750	4956	1643
751	4963	1636
752	4969	1630
753	4976	1623
754	4983	1617
755	4990	1610
756	4995	1603
757	5002	1597
758	5007	1590
759	5013	1583
760	5019	1576
761	5024	1569
762	5030	1562
763	5037	1555
764	5042	1548
765	5048	1542
766	5054	1535
767	5060	1528
768	5065	1521
769	5070	1514
770	5076	1507
771	5082	1501
772	5088	1494
773	5093	1487
774	5099	1480
775	5104	1473
776	5109	1466
777	5114	1459
778	5120	1452
779	5125	1445
780	5130	1438
781	5138	1432
782	5143	1425
783	5148	1418
784	5153	1411
785	5158	1404
786	5164	1397
787	5169	1390
788	5175	1384
789	5180	1377
790	5186	1370
791	5191	1363
792	5196	1356
793	5202	1349
794	5207	1342
795	5213	1336
796	5218	1329
797	5223	1322
798	5229	1315
799	5234	1308
800	5239	1301
801	5245	1294
802	5251	1288
803	5256	1281
804	5262	1274
805	5267	1267
806	5272	1260
807	5277	1254
808	5283	1247
809	5288	1240
810	5293	1233
811	5299	1226
812	5305	1220
813	5310	1213
814	5316	1206
815	5321	1199
816	5326	1193
817	5332	1186
818	5337	1179
819	5343	1172
820	5349	1166
821	5355	1159
822	5360	1152
823	5366	1146
824	5372	1139
825	5377	1132
826	5383	1126
827	5388	1119
828	5393	1112
829	5400	1106
830	5406	1099
831	5414	1093
832	5421	1086
833	5427	1080
834	5435	1073
835	5441	1067
836	5448	1061
837	5455	1054
838	5462	1048
839	5468	1041
840	5474	1035
841	5481	1028
842	5487	1021
843	5493	1015
844	5499	1008
845	5505	1002
846	5510	995
847	5516	988
848	5522	982
849	5528	975
850	5535	969
851	5540	962
852	5546	955
853	5552	949
854	5557	942
855	5563	935
856	5569	929
857	5575	922
858	5581	916
859	5586	909
860	5592	902
861	5597	896
862	5603	889
863	5610	883
864	5616	876
865	5623	870
866	5629	863
867	5634	856
868	5640	850
869	5645	843
870	5657	837
871	5663	831
872	5669	824
873	5675	818
874	5680	811
875	5686	804
876	5692	798
877	5698	791
878	5704	785
879	5710	778
880	5716	772
881	5721	765
882	5727	758
883	5733	752
884	5740	745
885	5747	739
886	5753	732
887	5759	726
888	5765	719
889	5772	713
890	5778	706
891	5783	700
892	5789	693
893	5795	687
894	5801	680
895	5808	674
896	5814	667
897	5820	661
898	5827	654
899	5833	648
900	5839	641
901	5845	635
902	5851	628
903	5856	621
904	5862	615
905	5868	608
906	5874	602
907	5880	595
908	5886	589
909	5892	582
910	5897	576
911	5903	569
912	5909	563
913	5915	556
914	5921	550
915	5928	543
916	5934	537
917	5940	530
918	5946	524
919	5952	517
920	5957	511
921	5964	504
922	5970	498
923	5976	491
924	5983	485
925	5989	478
926	5995	472
927	6002	465
928	6008	459
929	6016	452
930	6022	446
931	6027	439
932	6033	433
933	6039	426
934	6045	420
935	6051	413
936	6058	407
937	6064	400
938	6070	394
939	6075	387
940	6081	381
941	6087	374
942	6092	368
943	6099	361
944	6105	355
945	6111	348
946	6117	342
947	6123	335
948	6129	329
949	6135	322
950	6142	316
951	6147	309
952	6153	303
953	6159	297
954	6166	290
955	6172	284
956	6177	277
957	6183	271
958	6188	264
959	6194	258
960	6200	251
961	6207	245
962	6226	239
963	6233	232
964	6238	226
965	6243	219
966	6248	213
967	6254	206
968	6260	200
969	6266	193
970	6271	187
971	6276	180
972	6281	174
973	6288	167
974	6293	161
975	6299	154
976	6305	148
977	6310	141
978	6315	135
979	6321	129
980	6327	122
981	6333	116
982	6338	109
983	6343	103
984	6349	96
985	6355	90
986	6360	83
987	6366	77
988	6371	70
989	6377	64
990	6383	57
991	6388	51
992	6395	45
993	6402	38
994	6408	32
995	6414	25
996	6419	19
997	6426	12
998	6433	6
999	6439	0
